root,Phylum,Class,Order,Family,Genus,Species
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,Genus_UBA1100
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,Genus_UBA1100
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,Genus_UBA1100
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
root,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
root,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
root,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
root,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
root,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
root,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
root,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
