Sample,Domain,Phylum,Class,Order,Family,Genus,Species
34,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,Genus_MGIIb-P
43,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,Genus_MGIIb-P
51,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,Genus_MGIIb-P
13,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,Genus_MGIIb-P
24,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,Genus_Poseidonia
48,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,Genus_Poseidonia
73,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,Genus_Poseidonia
76,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,Genus_Poseidonia
20,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
34,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
43,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
47,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
51,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
61,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
64,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
69,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
80,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
83,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
9,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
72,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002495735
3,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002457605
61,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002507125
48,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Family_Poseidoniaceae,Family_Poseidoniaceae
51,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Family_Thalassoarchaeaceae,Family_Thalassoarchaeaceae
11,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,Genus_Arctic95D-9
74,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,Genus_Arctic95D-9
40,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
26,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
28,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
33,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
38,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
39,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
67,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
82,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
66,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
23,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
34,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
51,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
2,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
46,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
77,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,GCA-2690565,Genus_GCA-2690565
60,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,Genus_GCA-2730975
79,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,Genus_GCA-2730975
9,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,Genus_GCA-2730975
41,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,MB11C04,Genus_MB11C04
47,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
51,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
61,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
64,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
80,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
83,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
46,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
33,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
39,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
40,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
67,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
74,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002729295
11,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
2,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
29,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
38,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
39,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
40,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
41,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
50,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
54,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
67,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
68,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
71,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
74,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
77,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
8,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
82,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
35,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735
36,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735
37,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735
7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002323895
36,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002420315
20,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
23,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
34,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
43,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
47,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
51,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
61,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
64,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
69,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
72,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
80,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
83,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
9,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
15,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
16,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
17,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
18,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
19,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
60,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
79,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785
76,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785
78,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785
60,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,Genus_UBA1100
79,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,Genus_UBA1100
51,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,Genus_UBA1100
39,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
40,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
41,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
60,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,Genus_UBA5691
20,Bacteria,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
43,Bacteria,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
47,Bacteria,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
61,Bacteria,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
69,Bacteria,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
80,Bacteria,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
83,Bacteria,Verrucomicrobiota,Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria,Class_Lentisphaeria
23,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
34,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
43,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
51,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
9,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,Family_UBA1100,Family_UBA1100
