Sample,Domain,Phylum,Class,Order,Family,Genus,Species
29,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002336405
30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002336405
33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002336405
10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
54,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
56,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
74,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
77,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
48,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
52,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
56,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
70,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
12,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195
25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195
67,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195
25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
32,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
38,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
39,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
41,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
42,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
50,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
57,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
58,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
68,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
70,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
71,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
74,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
82,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
26,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
67,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
68,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
70,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
22,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
26,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
28,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
29,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
30,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
32,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
33,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
34,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
41,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
43,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
50,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
67,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
68,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
12,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
24,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
52,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
53,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
56,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
70,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
21,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
24,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
48,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
52,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
39,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
54,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
48,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395
21,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395
35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395
36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395
37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395
38,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395
48,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395
52,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Genus_Luminiphilus
40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,Marinobacter manganoxydans
41,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,Genus_Marinobacter
40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,Genus_MED-G09
41,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,Genus_MED-G09
46,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,Genus_MED-G09
54,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,Genus_MED-G09
1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345
10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345
12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345
35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345
44,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345
65,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345
39,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,Genus_OM182
50,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,Genus_OM182
54,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,Genus_OM182
8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,Genus_OM182
12,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,Genus_OM182
9,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pelomonas,Genus_Pelomonas
39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
41,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
42,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002698165
11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
42,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
50,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
77,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Genus_Planktomarina
21,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002683685
24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002683685
52,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002683685
12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata
36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata
41,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,Genus_Porticoccus
42,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,Genus_Porticoccus
36,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas undina
39,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tetraodonis
25,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
26,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
27,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
28,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
29,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
30,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
33,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
42,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
6,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
60,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
68,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
12,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Genus_Puniceispirillum
13,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
14,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
20,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
23,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
3,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
34,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
43,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
47,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
51,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
61,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
64,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
69,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
72,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
80,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
83,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
9,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
12,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
21,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
37,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
25,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
26,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
27,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
28,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
29,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
32,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
33,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
42,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
6,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,Genus_SCGC-AAA076-P13
21,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,Genus_Tateyamaria
12,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Thioglobus sp002169705
76,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Thioglobus sp002169705
15,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
16,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
23,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
28,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
29,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
3,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
30,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
34,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
38,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
41,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
43,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
5,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
6,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
79,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Genus_Thioglobus
64,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Thioglobus sp002698045
25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,Genus_TMED48
26,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,Genus_TMED48
40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,Genus_TMED48
42,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,Genus_TMED48
50,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,Genus_TMED48
60,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,Genus_TMED48
71,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,Genus_TMED48
1,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305
44,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305
65,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305
76,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305
78,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305
20,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,Genus_UBA11791
23,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,Genus_UBA11791
34,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,Genus_UBA11791
43,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,Genus_UBA11791
47,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,Genus_UBA11791
51,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,Genus_UBA11791
61,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,Genus_UBA11791
80,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,Genus_UBA11791
83,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,Genus_UBA11791
