"","Domain","Phylum","Class","Order","Family","Genus","Species","Watermass"
"8_bin.34","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","D2472","Genus_D2472","SAW"
"3_bin.5","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter_A","Erythrobacter_A citreus","Deep"
"60_bin.24","Bacteria","Proteobacteria","Alphaproteobacteria","UBA8366","UBA8366","GCA-002724395","Genus_GCA-002724395","SAW"
"79_bin.47","Bacteria","Proteobacteria","Alphaproteobacteria","UBA8366","UBA8366","GCA-002724395","Genus_GCA-002724395","SAW"
"60_bin.8","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","GCA-002727775","Genus_GCA-002727775","SAW"
"79_bin.37","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","GCA-002727775","Genus_GCA-002727775","SAW"
"35_bin.32","Bacteria","Proteobacteria","Gammaproteobacteria","Woeseiales","Woeseiaceae","GCA-002728725","Genus_GCA-002728725","Neritic"
"36_bin.50","Bacteria","Proteobacteria","Gammaproteobacteria","Woeseiales","Woeseiaceae","GCA-002728725","Genus_GCA-002728725","Neritic"
"37_bin.13","Bacteria","Proteobacteria","Gammaproteobacteria","Woeseiales","Woeseiaceae","GCA-002728725","Genus_GCA-002728725","STW"
"38_bin.70","Bacteria","Proteobacteria","Gammaproteobacteria","Woeseiales","Woeseiaceae","GCA-002728725","Genus_GCA-002728725","Front"
"40_bin.21","Bacteria","Proteobacteria","Gammaproteobacteria","Woeseiales","Woeseiaceae","GCA-002728725","Genus_GCA-002728725","SAW"
"41_bin.8","Bacteria","Proteobacteria","Gammaproteobacteria","Woeseiales","Woeseiaceae","GCA-002728725","Genus_GCA-002728725","SAW"
"60_bin.11","Bacteria","Proteobacteria","Gammaproteobacteria","Woeseiales","Woeseiaceae","GCA-002728725","Genus_GCA-002728725","SAW"
"41_bin.62","Bacteria","Proteobacteria","Alphaproteobacteria","TMED109","TMED109","GCA-2684605","GCA-2684605 sp002684605","SAW"
"60_bin.25","Bacteria","Proteobacteria","Gammaproteobacteria","Woeseiales","Woeseiaceae","GCA-2685275","Genus_GCA-2685275","SAW"
"60_bin.29","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","UBA830","GCA-2689465","Genus_GCA-2689465","SAW"
"36_bin.90","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","UBA830","GCA-2689465","Genus_GCA-2689465","Neritic"
"30_bin.5","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","GCA-2697345","Genus_GCA-2697345","SAW"
"2_bin.1","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","SAW"
"22_bin.8","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","SAW"
"26_bin.14","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","Front"
"27_bin.13","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","SAW"
"28_bin.22","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","SAW"
"29_bin.7","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","SAW"
"33_bin.26","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","SAW"
"38_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","Front"
"39_bin.37","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","SAW"
"41_bin.28","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","SAW"
"63_bin.1","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","SAW"
"36_bin.40","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","GCA-2707915","Genus_GCA-2707915","Neritic"
"23_bin.38","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Halomonas","Halomonas aquamarina","Deep"
"9_bin.46","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Halomonas","Halomonas aquamarina","Deep"
"35_bin.25","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Maricaulaceae","Hellea","Genus_Hellea","Neritic"
"36_bin.55","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Maricaulaceae","Hellea","Genus_Hellea","Neritic"
"37_bin.35","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Maricaulaceae","Hellea","Genus_Hellea","STW"
"48_bin.44","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Maricaulaceae","Hellea","Genus_Hellea","STW"
"11_bin.7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"28_bin.16","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"39_bin.15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"41_bin.10","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"42_bin.34","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"50_bin.15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"54_bin.12","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"58_bin.32","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"71_bin.6","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"74_bin.14","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"8_bin.18","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"10_bin.16","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002457115","STW"
"56_bin.5","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002711145","STW"
"7_bin.36","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002457115","STW"
"70_bin.6","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002457115","STW"
"11_bin.15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"2_bin.13","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"33_bin.28","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"38_bin.33","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","Front"
"40_bin.54","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"42_bin.20","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"54_bin.8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"6_bin.10","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"68_bin.19","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"77_bin.1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"8_bin.22","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"35_bin.71","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","Neritic"
"36_bin.86","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","Neritic"
"41_bin.57","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"40_bin.37","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"41_bin.43","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"42_bin.66","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","SAW"
"10_bin.30","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","STW"
"52_bin.56","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11","STW"
"29_bin.31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002336405","SAW"
"30_bin.3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002336405","SAW"
"33_bin.24","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002336405","SAW"
"10_bin.25","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","STW"
"35_bin.39","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","Neritic"
"36_bin.59","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","Neritic"
"37_bin.9","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","STW"
"40_bin.25","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","SAW"
"54_bin.26","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","SAW"
"56_bin.18","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","STW"
"7_bin.11","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","STW"
"74_bin.1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","SAW"
"77_bin.37","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp002684375","SAW"
"24_bin.53","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp001642945","STW"
"35_bin.9","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp001642945","Neritic"
"36_bin.66","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp001642945","Neritic"
"37_bin.43","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp001642945","STW"
"38_bin.45","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp001642945","Front"
"48_bin.1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp001642945","STW"
"52_bin.60","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp001642945","STW"
"56_bin.16","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp001642945","STW"
"70_bin.18","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11 sp001642945","STW"
"12_bin.40","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002685195","Neritic"
"25_bin.25","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002685195","STW"
"67_bin.2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002685195","STW"
"25_bin.20","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","STW"
"27_bin.16","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"32_bin.2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","STW"
"38_bin.48","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","Front"
"39_bin.43","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"40_bin.34","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"41_bin.58","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"42_bin.53","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"50_bin.14","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"57_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","Front"
"58_bin.29","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"68_bin.11","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"70_bin.31","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","STW"
"71_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"74_bin.4","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"8_bin.36","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"82_bin.2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","HTCC2207 sp002457245","SAW"
"25_bin.11","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","STW"
"26_bin.19","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","Front"
"27_bin.1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"36_bin.87","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","Neritic"
"67_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","STW"
"68_bin.33","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"70_bin.8","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","STW"
"22_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"25_bin.16","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","STW"
"26_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","Front"
"27_bin.28","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"28_bin.1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"29_bin.23","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"30_bin.13","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"32_bin.9","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","STW"
"33_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"34_bin.19","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","Deep"
"41_bin.53","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"43_bin.6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","Deep"
"50_bin.20","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"6_bin.27","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"67_bin.26","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","STW"
"68_bin.24","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","HTCC2207","Genus_HTCC2207","SAW"
"12_bin.14","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","Neritic"
"24_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"36_bin.35","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","Neritic"
"37_bin.47","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"52_bin.46","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"53_bin.31","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","SAW"
"56_bin.33","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"70_bin.32","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"21_bin.14","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"24_bin.51","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"48_bin.41","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"52_bin.38","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"35_bin.7","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","Neritic"
"36_bin.17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","Neritic"
"37_bin.33","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"39_bin.36","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","SAW"
"40_bin.2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","SAW"
"54_bin.35","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","SAW"
"37_bin.38","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"48_bin.55","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"6_bin.31","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","SAW"
"36_bin.63","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","Neritic"
"37_bin.6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"1_bin.12","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Luminiphilus sp002683395","STW"
"21_bin.17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Luminiphilus sp002683395","STW"
"35_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Luminiphilus sp002683395","Neritic"
"36_bin.5","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Luminiphilus sp002683395","Neritic"
"37_bin.7","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Luminiphilus sp002683395","STW"
"38_bin.58","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Luminiphilus sp002683395","Front"
"48_bin.37","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Luminiphilus sp002683395","STW"
"52_bin.27","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Luminiphilus","Genus_Luminiphilus","STW"
"40_bin.6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Marinobacter","Marinobacter manganoxydans","SAW"
"41_bin.61","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Marinobacter","Genus_Marinobacter","SAW"
"40_bin.12","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","Genus_MED-G09","SAW"
"41_bin.85","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","Genus_MED-G09","SAW"
"46_bin.18","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","Genus_MED-G09","SAW"
"54_bin.3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","Genus_MED-G09","SAW"
"1_bin.40","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","MED-G09 sp002704345","STW"
"10_bin.1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","MED-G09 sp002704345","STW"
"12_bin.16","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","MED-G09 sp002704345","Neritic"
"35_bin.67","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","MED-G09 sp002704345","Neritic"
"44_bin.13","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","MED-G09 sp002704345","STW"
"65_bin.38","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","TMED25","MED-G09","MED-G09 sp002704345","STW"
"39_bin.12","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","OM182","Genus_OM182","SAW"
"50_bin.23","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","OM182","Genus_OM182","SAW"
"54_bin.39","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","OM182","Genus_OM182","SAW"
"8_bin.23","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","OM182","Genus_OM182","SAW"
"12_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","OM182","Genus_OM182","Neritic"
"9_bin.36","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pelomonas","Genus_Pelomonas","Deep"
"39_bin.44","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"40_bin.4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"41_bin.26","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"42_bin.43","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"6_bin.4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"35_bin.33","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Planktomarina sp002698165","Neritic"
